Feeder 1: HELICS interfaces created.
Feeder config: case=/home/teng/benchmark_118_10_8500_Andes_OpenDSS/13Bus/IEEE13Nodeckt.dss voltage_bus=650 power_topic=Feeder1_Power voltage_topic=TxInterfaceVoltage broker=tcp://127.0.0.1:23671 interface_base=100.000 MVA load_scale=1.000 uninterruptible=False
Feeder: co-simulation step schedule = 0.005s until t=1.580s, then 0.020s
Feeder FIDVR config: disabled.
Feeder 1: initial guess TxV=1.030000 pu AppliedV=1.030000 pu P=0.036027 Q=0.016982 Stage=DISABLED AlertSignal=dist_bus AlertBus=650 AlertV=1.029844 pu
Feeder 1: pre-fault health source_v=1.030000 pu dist_bus=650 dist_v=1.029844 pu alert=650 |V1| alert_v=1.029844 pu min_expected=0.950 pu
Feeder 1: entered HELICS initialization mode.
[Feeder01 init 01] TxV=1.030000 pu AppliedV=1.030000 pu P=0.036027 Q=0.016982 dV=inf dS=3.013e-07 Stage=DISABLED SlipAvg=nan SlipMax=nan
[Feeder01 init 02] TxV=1.030000 pu AppliedV=1.030000 pu P=0.036027 Q=0.016982 dV=1.930e-03 dS=1.685e-07 Stage=DISABLED SlipAvg=nan SlipMax=nan
[Feeder01 init 03] TxV=1.030000 pu AppliedV=1.030000 pu P=0.036027 Q=0.016982 dV=0.000e+00 dS=1.848e-07 Stage=DISABLED SlipAvg=nan SlipMax=nan
Feeder 1: initialization handshake converged.
Feeder 1: target simulation time = 4.000 s
[Feeder01] iter=000001 t_granted=0.005s (t_req=0.005s, dt=0.005s) state=NEXT_STEP | Vupdate=False V=1.030000 pu ang=-1.871418 deg | DistBus=650 Vavg=1.029844 pu Va=1.029818 pu Vb=1.029876 pu Vc=1.029838 pu Vpos=1.029844 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029844 pu AlertVpos=1.029844 pu AlertVavg=1.029844 pu | TotalPower=-3602.72 kW, -1698.18 kvar | Pub=0.036027+j0.016982 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030000 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000378 t_granted=1.245s (t_req=1.250s, dt=0.005s) state=ITERATING | Vupdate=True V=1.026891 pu ang=-1.869285 deg | DistBus=650 Vavg=1.026735 pu Va=1.026708 pu Vb=1.026767 pu Vc=1.026728 pu Vpos=1.026735 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.026735 pu AlertVpos=1.026735 pu AlertVavg=1.026735 pu | TotalPower=-3598.18 kW, -1701.52 kvar | Pub=0.035982+j0.017015 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.026891 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000379 t_granted=1.250s (t_req=1.250s, dt=0.005s) state=NEXT_STEP | Vupdate=False V=1.026891 pu ang=-1.869285 deg | DistBus=650 Vavg=1.026735 pu Va=1.026708 pu Vb=1.026767 pu Vc=1.026728 pu Vpos=1.026735 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.026735 pu AlertVpos=1.026735 pu AlertVavg=1.026735 pu | TotalPower=-3598.06 kW, -1701.43 kvar | Pub=0.035981+j0.017014 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.026891 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000380 t_granted=1.250s (t_req=1.255s, dt=0.005s) state=ITERATING | Vupdate=True V=1.027048 pu ang=-1.872410 deg | DistBus=650 Vavg=1.026892 pu Va=1.026865 pu Vb=1.026924 pu Vc=1.026885 pu Vpos=1.026892 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.026892 pu AlertVpos=1.026892 pu AlertVavg=1.026892 pu | TotalPower=-3598.38 kW, -1701.33 kvar | Pub=0.035984+j0.017013 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.027048 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000381 t_granted=1.255s (t_req=1.255s, dt=0.005s) state=NEXT_STEP | Vupdate=False V=1.027048 pu ang=-1.872410 deg | DistBus=650 Vavg=1.026892 pu Va=1.026865 pu Vb=1.026924 pu Vc=1.026885 pu Vpos=1.026892 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.026892 pu AlertVpos=1.026892 pu AlertVavg=1.026892 pu | TotalPower=-3598.27 kW, -1701.24 kvar | Pub=0.035983+j0.017012 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.027048 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000382 t_granted=1.255s (t_req=1.260s, dt=0.005s) state=ITERATING | Vupdate=True V=1.027202 pu ang=-1.875081 deg | DistBus=650 Vavg=1.027046 pu Va=1.027020 pu Vb=1.027078 pu Vc=1.027039 pu Vpos=1.027046 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.027046 pu AlertVpos=1.027046 pu AlertVavg=1.027046 pu | TotalPower=-3598.58 kW, -1701.14 kvar | Pub=0.035986+j0.017011 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.027202 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000383 t_granted=1.260s (t_req=1.260s, dt=0.005s) state=NEXT_STEP | Vupdate=False V=1.027202 pu ang=-1.875081 deg | DistBus=650 Vavg=1.027046 pu Va=1.027020 pu Vb=1.027078 pu Vc=1.027039 pu Vpos=1.027046 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.027046 pu AlertVpos=1.027046 pu AlertVavg=1.027046 pu | TotalPower=-3598.47 kW, -1701.05 kvar | Pub=0.035985+j0.017011 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.027202 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000384 t_granted=1.260s (t_req=1.265s, dt=0.005s) state=ITERATING | Vupdate=True V=1.027352 pu ang=-1.877390 deg | DistBus=650 Vavg=1.027196 pu Va=1.027170 pu Vb=1.027228 pu Vc=1.027189 pu Vpos=1.027196 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.027196 pu AlertVpos=1.027196 pu AlertVavg=1.027196 pu | TotalPower=-3598.77 kW, -1700.96 kvar | Pub=0.035988+j0.017010 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.027352 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000385 t_granted=1.265s (t_req=1.265s, dt=0.005s) state=NEXT_STEP | Vupdate=False V=1.027352 pu ang=-1.877390 deg | DistBus=650 Vavg=1.027196 pu Va=1.027170 pu Vb=1.027228 pu Vc=1.027189 pu Vpos=1.027196 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.027196 pu AlertVpos=1.027196 pu AlertVavg=1.027196 pu | TotalPower=-3598.66 kW, -1700.87 kvar | Pub=0.035987+j0.017009 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.027352 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000386 t_granted=1.265s (t_req=1.270s, dt=0.005s) state=ITERATING | Vupdate=True V=1.027499 pu ang=-1.879412 deg | DistBus=650 Vavg=1.027343 pu Va=1.027317 pu Vb=1.027375 pu Vc=1.027336 pu Vpos=1.027343 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.027343 pu AlertVpos=1.027343 pu AlertVavg=1.027343 pu | TotalPower=-3598.96 kW, -1700.78 kvar | Pub=0.035990+j0.017008 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.027499 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000387 t_granted=1.270s (t_req=1.270s, dt=0.005s) state=NEXT_STEP | Vupdate=False V=1.027499 pu ang=-1.879412 deg | DistBus=650 Vavg=1.027343 pu Va=1.027317 pu Vb=1.027375 pu Vc=1.027336 pu Vpos=1.027343 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.027343 pu AlertVpos=1.027343 pu AlertVavg=1.027343 pu | TotalPower=-3598.85 kW, -1700.69 kvar | Pub=0.035988+j0.017007 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.027499 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000388 t_granted=1.270s (t_req=1.275s, dt=0.005s) state=ITERATING | Vupdate=True V=1.027643 pu ang=-1.881211 deg | DistBus=650 Vavg=1.027487 pu Va=1.027461 pu Vb=1.027519 pu Vc=1.027480 pu Vpos=1.027487 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.027487 pu AlertVpos=1.027487 pu AlertVavg=1.027487 pu | TotalPower=-3599.14 kW, -1700.60 kvar | Pub=0.035991+j0.017006 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.027643 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000389 t_granted=1.275s (t_req=1.275s, dt=0.005s) state=NEXT_STEP | Vupdate=False V=1.027643 pu ang=-1.881211 deg | DistBus=650 Vavg=1.027487 pu Va=1.027461 pu Vb=1.027519 pu Vc=1.027480 pu Vpos=1.027487 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.027487 pu AlertVpos=1.027487 pu AlertVavg=1.027487 pu | TotalPower=-3599.04 kW, -1700.52 kvar | Pub=0.035990+j0.017005 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.027643 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000390 t_granted=1.275s (t_req=1.280s, dt=0.005s) state=ITERATING | Vupdate=True V=1.027783 pu ang=-1.882837 deg | DistBus=650 Vavg=1.027627 pu Va=1.027601 pu Vb=1.027659 pu Vc=1.027620 pu Vpos=1.027627 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.027627 pu AlertVpos=1.027627 pu AlertVavg=1.027627 pu | TotalPower=-3599.32 kW, -1700.43 kvar | Pub=0.035993+j0.017004 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.027783 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000391 t_granted=1.280s (t_req=1.280s, dt=0.005s) state=NEXT_STEP | Vupdate=False V=1.027783 pu ang=-1.882837 deg | DistBus=650 Vavg=1.027627 pu Va=1.027601 pu Vb=1.027659 pu Vc=1.027620 pu Vpos=1.027627 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.027627 pu AlertVpos=1.027627 pu AlertVavg=1.027627 pu | TotalPower=-3599.22 kW, -1700.35 kvar | Pub=0.035992+j0.017003 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.027783 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000392 t_granted=1.280s (t_req=1.285s, dt=0.005s) state=ITERATING | Vupdate=True V=1.027920 pu ang=-1.884333 deg | DistBus=650 Vavg=1.027764 pu Va=1.027738 pu Vb=1.027796 pu Vc=1.027758 pu Vpos=1.027764 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.027764 pu AlertVpos=1.027764 pu AlertVavg=1.027764 pu | TotalPower=-3599.49 kW, -1700.26 kvar | Pub=0.035995+j0.017003 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.027920 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000393 t_granted=1.285s (t_req=1.285s, dt=0.005s) state=NEXT_STEP | Vupdate=False V=1.027920 pu ang=-1.884333 deg | DistBus=650 Vavg=1.027764 pu Va=1.027738 pu Vb=1.027796 pu Vc=1.027758 pu Vpos=1.027764 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.027764 pu AlertVpos=1.027764 pu AlertVavg=1.027764 pu | TotalPower=-3599.39 kW, -1700.18 kvar | Pub=0.035994+j0.017002 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.027920 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000394 t_granted=1.285s (t_req=1.290s, dt=0.005s) state=ITERATING | Vupdate=True V=1.028054 pu ang=-1.885734 deg | DistBus=650 Vavg=1.027898 pu Va=1.027872 pu Vb=1.027930 pu Vc=1.027892 pu Vpos=1.027898 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.027898 pu AlertVpos=1.027898 pu AlertVavg=1.027898 pu | TotalPower=-3599.66 kW, -1700.10 kvar | Pub=0.035997+j0.017001 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.028054 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000395 t_granted=1.290s (t_req=1.290s, dt=0.005s) state=NEXT_STEP | Vupdate=False V=1.028054 pu ang=-1.885734 deg | DistBus=650 Vavg=1.027898 pu Va=1.027872 pu Vb=1.027930 pu Vc=1.027892 pu Vpos=1.027898 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.027898 pu AlertVpos=1.027898 pu AlertVavg=1.027898 pu | TotalPower=-3599.57 kW, -1700.02 kvar | Pub=0.035996+j0.017000 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.028054 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000396 t_granted=1.290s (t_req=1.295s, dt=0.005s) state=ITERATING | Vupdate=True V=1.028184 pu ang=-1.887069 deg | DistBus=650 Vavg=1.028028 pu Va=1.028002 pu Vb=1.028060 pu Vc=1.028022 pu Vpos=1.028028 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.028028 pu AlertVpos=1.028028 pu AlertVavg=1.028028 pu | TotalPower=-3599.87 kW, -1699.97 kvar | Pub=0.035999+j0.017000 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.028184 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000397 t_granted=1.295s (t_req=1.295s, dt=0.005s) state=NEXT_STEP | Vupdate=False V=1.028184 pu ang=-1.887069 deg | DistBus=650 Vavg=1.028028 pu Va=1.028002 pu Vb=1.028060 pu Vc=1.028022 pu Vpos=1.028028 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.028028 pu AlertVpos=1.028028 pu AlertVavg=1.028028 pu | TotalPower=-3599.78 kW, -1699.90 kvar | Pub=0.035998+j0.016999 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.028184 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000398 t_granted=1.295s (t_req=1.300s, dt=0.005s) state=ITERATING | Vupdate=True V=1.028311 pu ang=-1.888363 deg | DistBus=650 Vavg=1.028155 pu Va=1.028129 pu Vb=1.028187 pu Vc=1.028149 pu Vpos=1.028155 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.028155 pu AlertVpos=1.028155 pu AlertVavg=1.028155 pu | TotalPower=-3600.07 kW, -1699.85 kvar | Pub=0.036001+j0.016998 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.028311 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000399 t_granted=1.300s (t_req=1.300s, dt=0.005s) state=NEXT_STEP | Vupdate=False V=1.028311 pu ang=-1.888363 deg | DistBus=650 Vavg=1.028155 pu Va=1.028129 pu Vb=1.028187 pu Vc=1.028149 pu Vpos=1.028155 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.028155 pu AlertVpos=1.028155 pu AlertVavg=1.028155 pu | TotalPower=-3599.98 kW, -1699.78 kvar | Pub=0.036000+j0.016998 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.028311 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000400 t_granted=1.300s (t_req=1.305s, dt=0.005s) state=ITERATING | Vupdate=True V=1.028434 pu ang=-1.889636 deg | DistBus=650 Vavg=1.028278 pu Va=1.028252 pu Vb=1.028310 pu Vc=1.028272 pu Vpos=1.028278 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.028278 pu AlertVpos=1.028278 pu AlertVavg=1.028278 pu | TotalPower=-3600.27 kW, -1699.73 kvar | Pub=0.036003+j0.016997 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.028434 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000401 t_granted=1.305s (t_req=1.305s, dt=0.005s) state=NEXT_STEP | Vupdate=False V=1.028434 pu ang=-1.889636 deg | DistBus=650 Vavg=1.028278 pu Va=1.028252 pu Vb=1.028310 pu Vc=1.028272 pu Vpos=1.028278 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.028278 pu AlertVpos=1.028278 pu AlertVavg=1.028278 pu | TotalPower=-3600.18 kW, -1699.66 kvar | Pub=0.036002+j0.016997 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.028434 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000402 t_granted=1.305s (t_req=1.310s, dt=0.005s) state=ITERATING | Vupdate=True V=1.028555 pu ang=-1.890901 deg | DistBus=650 Vavg=1.028399 pu Va=1.028373 pu Vb=1.028431 pu Vc=1.028393 pu Vpos=1.028399 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.028399 pu AlertVpos=1.028399 pu AlertVavg=1.028399 pu | TotalPower=-3600.46 kW, -1699.61 kvar | Pub=0.036005+j0.016996 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.028555 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000403 t_granted=1.310s (t_req=1.310s, dt=0.005s) state=NEXT_STEP | Vupdate=False V=1.028555 pu ang=-1.890901 deg | DistBus=650 Vavg=1.028399 pu Va=1.028373 pu Vb=1.028431 pu Vc=1.028393 pu Vpos=1.028399 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.028399 pu AlertVpos=1.028399 pu AlertVavg=1.028399 pu | TotalPower=-3600.38 kW, -1699.55 kvar | Pub=0.036004+j0.016995 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.028555 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000404 t_granted=1.310s (t_req=1.315s, dt=0.005s) state=ITERATING | Vupdate=True V=1.028672 pu ang=-1.892173 deg | DistBus=650 Vavg=1.028516 pu Va=1.028490 pu Vb=1.028548 pu Vc=1.028510 pu Vpos=1.028516 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.028516 pu AlertVpos=1.028516 pu AlertVavg=1.028516 pu | TotalPower=-3600.65 kW, -1699.50 kvar | Pub=0.036007+j0.016995 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.028672 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000405 t_granted=1.315s (t_req=1.315s, dt=0.005s) state=NEXT_STEP | Vupdate=False V=1.028672 pu ang=-1.892173 deg | DistBus=650 Vavg=1.028516 pu Va=1.028490 pu Vb=1.028548 pu Vc=1.028510 pu Vpos=1.028516 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.028516 pu AlertVpos=1.028516 pu AlertVavg=1.028516 pu | TotalPower=-3600.57 kW, -1699.44 kvar | Pub=0.036006+j0.016994 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.028672 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
